"Customer Login","ログイン"
"Special Price: %1","特別価格: %1"
"Special Products","特別価格商品"
"Manage Categories","カテゴリ管理"
"New Set","新しいセット"
"Invalid attribute %1","無効な属性 %1"
"Products only","商品のみ"
"frontend_label","frontend_label"
"Grid Only","グリッドのみ"
"List Only","リストのみ"
"Top/Left","上/左"
"Top/Right","上/右"
"Bottom/Left","下部/左"
"Bottom/Right","下部/右"
"Clear Price","クリア価格"
"Use config","設定を使用する"
"Catalog, Search","カタログ, 検索"
"Advanced Pricing","特別価格"
"Product Alerts","商品アラート"
"Alert stock","アラート在庫"
"Alert price","アラート価格"
"Add Selected","選択項目を追加"
"Select Attribute","属性の選択"
"Customizable Options","カスタムオプション"
"Select Product","商品選択"
"Add Value","値を追加"
"Option Type","オプションタイプ"
"Max Characters","最大文字数"
"Up-Sell Products","アップセル商品"
"Cross-Sell Products","クロスセル商品"
"Collapse All","すべて折りたたむ"
"Expand All","すべて展開する"
"Sort Option","並べ替えオプション"
"Unassigned Attributes","未割り当ての属性"
"Custom Options","カスタムオプション"
"Product online","商品オンライン"
"Product offline","商品オフライン"
"Manage Stock","在庫ストックの管理"
"Out-of-Stock Threshold","在庫切れ限界値"
"Qty Increments","個数の増分"
"Stock Availability","在庫の有無"
"Item Price","アイテム価格"
"and above","以上"
"Delete Tier","階層の削除"
"Delete image","画像削除"
"Alt Text","Alt テキスト"
"Image Size","画像サイズ"
"Image Resolution","画像解像度"
"Basic Settings","基本設定"
"Advanced Settings","アドバンスド設定"
"Special Price","特別価格"
"Buy %1 for: ","%1を購入: "
"Shop By","閲覧中"
"Shopping Options","絞り込み条件"
"Compare Products","商品比較リスト"
"Remove Product","商品削除"
"Clear All","すべてクリア"
"Learn More","もっと詳しく"
"More Choices:","おすすめ商品:"
"Sort By","表示順"
"View as","表示方法"
"Maximum %1 characters","最大: %1 文字"
"Save Condition","コンディション(利用規約)を保存"
"Delete Condition","条件の削除"
"Condition Name","コンディション名"
"Checkbox Text","チェックボックスのラベル"
"Content Height","高さ"
"Checkout Conditions","購入条件"
"Edit Condition","条件を編集"
"New Condition","コンディション（利用規約）の新規登録"
"Shopping Cart","ショッピングカート"
"State/Province","都道府県"
"My Cart","マイカート"
"Payment Method","お支払い"
"Payment Page","ペイメントページ"
"Invalid data","不正なデータ"
"Invalid method: %1","無効なメソッド: %1"
"DB exception","DBException"
"Print receipt","注文書を印刷"
"Apply Discount","適用"
"Cancel Coupon","クーポン取消"
"Continue Shopping","ショッピングを続ける"
"Update Cart","カートを更新"
"What's this?","これは何ですか？"
"Remove item","商品を削除"
"Estimate Tax","税見積もり"
"Excl. Tax","税抜"
"Incl. Tax","税込"
"Static Blocks","静的Block"
"Delete Block","Block要素の削除"
"Manage Pages","ページ管理"
"Delete Page","ページの削除"
"URL Key","URL Key"
"Media Storage","メディアストレージ"
"Delete Folder","フォルダを削除"
"Delete Selected","選択項目を削除"
"Create Folder","フォルダーを作成する"
"Storage Root","ストレージルート"
"Edit Block","Blockを編集"
"New Block","Block要素の新規登録"
"Edit Page","ページの編集"
"New Page","ページの新規登録"
"Page Title","ページタイトル"
"Wrong request.","間違ったリクエスト。"
"Disabled Completely","完全に無効にする"
"Error message","エラーメッセージ"
"Invalid format","無効なフォーマット"
"Invalid html","無効なhtml"
"Upload Images","画像をアップロード"
"Default Config","デフォルトの設定"
"Save Config","設定を保存"
"Use Website","Websiteの設定を使用する"
"Delete File","ファイルを削除"
"Search String","検索文字列"
"Design Theme","デザインテーマ"
"Add \Exception","\Exception 追加"
"%1 should implement %2","%1 は、%2 を実装する必要があります"
"Default scope","デフォルトのスコープ"
"Base Currency","基本通貨"
"website(%1) scope","Website(%1) スコープ"
"store(%1) scope","ストア(%1) スコープ"
"Never (production)","停止 (稼働中)"
"Separate Email","分割メール"
"HTTP (unsecure)","HTTP (非セキュア)"
"HTTPS (SSL)","HTTPS(SSL)"
"Yes (302 Found)","Yes (302 Found)"
"Some error","なんらかのエラー"
"Some message","何かのメッセージ"
"some_label","some_label"
"some_comment","some_comment"
"some prefix","いくつかの接頭辞"
"element label","要素ラベル"
"element hint","要素ヒント"
"element comment","要素コメント"
"element tooltip","要素ヒント"
"Add after","追加後"
"Attribute Values","属性値"
"Select Attributes","属性選択"
"Create Configurations","設定を作成"
"Current Variations","現在のバリエーション"
"Associated Products","紐付け済み商品"
"Sort Variations","並べ替えバリエーション"
"Deselect All","全ての選択を外す"
"Remove Attribute","属性を削除"
"Save Option","オプション保存"
"Remove Option","オプション削除"
"Remove image","画像削除"
"Selected Attributes:","選択された属性:"
"Step 4: Summary","ステップ4: サマリー"
"Edit Configurations","設定の編集"
"Upload Image","画像アップロード"
"No Image","画像なし"
"Write Us","お問合せ情報の入力"
"Allow Cookies","Cookieを許可"
"Import Service","サービスのインポート"
"Currency Symbols","通貨記号シンボル"
"Use Standard","デフォルトを使用する"
"Currency Rates","通貨レート"
"Old rate:","旧レート:"
"Address Book","アドレス帳の管理"
"Edit Address","アドレス情報の編集"
"Create Order","注文作成"
"Save Customer","保存"
"Delete Customer","カスタマーの削除"
"Reset Password","パスワード再発行"
"Force Sign-In","OAuth破棄"
"New Customer","新規カスタマー"
"Please select","選択してください"
"Newsletter Information","メルマガ情報"
"Start date","開始日"
"End Date","終了日"
"Receive Date","受信日"
"Not Sent","未送信"
"Bill-to Name","請求先：お名前"
"Ship-to Name","お届け先：お名前"
"Order Total","お支払合計"
"Purchase Point","購入ストア"
"Confirmation Required","確認が必須です"
"Deleted Stores","ストアを削除"
"Add Locale","追加された場所"
"Add Date","日付追加"
"Customer Groups","カスタマーグループ"
"Group Information","グループ情報"
"Group Name","グループ名"
"Tax Class","課税区分"
"Bad request.","不正なリクエスト。"
"Wrong email.","間違ったメールアドレス"
"New Group","新規グループ"
"Edit Group","グループの編集"
"Manage Customers","カスタマー管理"
"Online Customers","接続中のカスタマー"
"Login successful.","ログインに成功しました"
"Per Website","Websiteごと"
"Billing Address","請求先アドレス"
"Shipping Address","お届け先アドレス"
"Not Specified","未指定"
"Exception message","Exceptionメッセージ"
"Validator Exception","認証Exception"
"Localized Exception","ローカライズException"
"Delete address","住所を削除"
"Personal Information","プロフィール情報"
"Account Lock:","アカウントロック:"
"Confirmed email:","確認メール:"
"Account Created:","アカウント作成:"
"Customer Group:","カスタマーグループ:"
"Sales Statistics","売上情報"
"Average Sale","平均売上"
"Manage Addresses","住所管理"
"Contact Information","連絡先情報"
"Change Password","パスワード変更"
"Default Addresses","デフォルトのアドレス"
"Street Address %1","番地 %1"
"Save Address","アドレス情報を更新"
"Go back","戻る"
"Additional addresses","追加住所"
"Street Address","それ以降の住所"
"Change Email","メールアドレスを変更"
"Current Password","現在のパスワード"
"Password Strength","パスワードの強度"
"No Password","パスワード無し"
"Registered Customers","アカウント作成済みのお客様"
"Subscription option","購読設定オプション"
"Address Information","住所情報"
"Sign-in Information","ログイン情報"
"Confirm Password","パスワード再確認"
"Import failed: %1","インポートに失敗しました: %1"
"Easy shop","イージーショップ"
"Express easy","エクスプレス　イージー"
"Medical express","メディカルエクスプレス"
"Express worldwide","エクスプレスワールドワイド"
"Economy select","エコノミー選択"
"Domestic express 9:00","ドメスティックエコノミー 9:00"
"Domestic express","ドメスティックエコノミー"
"Globalmail business","グローバルメール　ビジネス"
"Same day","同日"
"Express envelope","エクスプレス封筒"
"Domestic express 12:00","ドメスティックエコノミー 12:00"
"Freight worldwide","フレイトワールドワイド"
"Jumbo box","ジャンボボックス"
"Non Documents","非ドキュメント"
"FATAL ERROR:","致命的なエラー:"
"Downloadable Information","ダウンロード情報"
"Upload Files","ファイルアップロード"
"Upload File","ファイルをアップロード"
"Add Link","リンクを追加"
"Max. Downloads","最大ダウンロード"
"Downloadable Products","ダウンロード商品"
"Remaining Downloads","残りのダウンロード"
"View Order","詳細表示"
"Start Download","ダウンロード開始"
"Attribute Properties","属性のプロパティ"
"Default Label","デフォルトのラベル"
"Values Required","値が必要"
"Decimal Number","10進数"
"Integer Number","自然数"
"Invalid date","不正な日付"
"Transactional Emails","取引メール"
"Delete Template","テンプレートの削除"
"Preview Template","テンプレートのプレビュー"
"Save Template","テンプレートの保存"
"Load Template","テンプレートを読み込む"
"Template Information","テンプレート情報"
"Template Name","テンプレート名"
"Template Subject","テンプレート件名"
"Insert Variable...","変数の挿入..."
"Template Content","テンプレートコンテンツ"
"Template Styles","テンプレートスタイル"
"Edit Template","テンプレートの編集"
"New Template","新規テンプレート"
"Email Templates","メールテンプレート"
"Email Preview","Email プレビュー"
"Template Variables","テンプレート変数"
"<pre> %1 </pre>","<pre>%1 </pre>"
"Encryption Key","暗号化キー"
"New Key","新しいキー"
"1 Day Freight","翌日配達"
"2 Day Freight","2営業日配達"
"2 Day AM","2 営業日午前"
"3 Day Freight","3営業日配達"
"Express Saver","エコノミーエクスプレス便"
"First Overnight","翌日早朝配達"
"Home Delivery","自宅配達"
"International Economy","国際船便"
"International First","国際速達"
"International Ground","国際陸送"
"International Priority","国際優先便"
"Priority Overnight","翌日午前配達"
"Smart Post","スマートポスト"
"Standard Overnight","デフォルトの翌日配達"
"National Freight","国際配送"
"Regular Pickup","デフォルト収集サービス"
"Request Courier","希望配送業者"
"Drop Box","収荷ボックス"
"FedEx Envelope","FedEx エンベロップ"
"FedEx Pak","FedEx パック"
"FedEx Box","FedEx ボックス"
"FedEx Tube","FedEx チューブ"
"Your Packaging","包装"
"Not Required","必須ではない"
"Empty response","空の返信"
"Expected Delivery:","お届け予定日: "
"Test label","テストラベル"
"Gift Options","ギフトメッセージの設定"
"Experiment Code","試験用コード"
"Grouped Products","グループ商品"
"Default Qty","デフォルト個数"
"Starting at","開始"
"Export Settings","エクスポート設定"
"Entity Type","エンティティタイプ"
"Fields Enclosure","フィールドエンクロージャ"
"Attribute Label","属性ラベル"
"Check Data","データチェック"
"Import Settings","インポート設定"
"Import Behavior","インポートの動作"
"Validation Strategy","バリデーションストラテジー"
"Field separator","フィールド仕分け"
"File %1 deleted","ファイル %1 が削除されました。"
"Import/Export","インポート/エクスポート"
"Import History","インポート履歴"
"Show more","もっと見る"
"Additional data","追加データ"
"Exported %1 rows.","%1行をエクスポートしました"
"Add/Update","追加/アップデート"
"Delete Entities","エンティティ削除"
"Custom Action","カスタムアクション"
"File Format 1","ファイルフォーマット1"
"Entity Attributes","エンティティ属性"
"Validation Results","検証結果"
"Invalid response","無効なレスポンス"
"Indexer Management","インデックス処理管理"
"Reindex required","要再インデックス"
"Index Management","インデックス管理"
"Test Phrase","テストフェーズ"
"Cheapest price","最安価格"
"Save & Activate","保存 & アクティベーション"
"New Integration","新しいインテグレーション"
"Integration Info","インテグレーション情報"
"Callback URL","コールバックURL"
"Integration Details","インテグレーション詳細"
"Consumer Key","消費者キー"
"Consumer Secret","消費者の秘密"
"Access Token","アクセストークン"
"View ""%1"" Integration"," ""%1""のインテグレーションを見る"
"Edit ""%1"" Integration","""%1""のインテグレーション設定を編集"
"Available APIs","有効な APIs"
"Resource Access","リソースアクセス"
"Edit Source","在庫ソースを編集"
